수광점ID,학교,종류,교사동/운동장,수광면,층,번호,수광점정의,X,Y,Z,S1_총일조h,S1_연속h,S1_기준A,S2_총일조h,S2_연속h,S2_기준A,Δ총일조h,Δ연속h,변화
여의도중학교 운동장-102,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,102,옥외지반 근사,194279.78,547162.13,0.0,4.67,4.67,충족,4.0,2.0,충족,-0.67,-2.67,유지 충족
여의도중학교 운동장-103,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,103,옥외지반 근사,194287.78,547162.13,0.0,5.17,4.67,충족,4.5,2.0,충족,-0.67,-2.67,유지 충족
여의도중학교 운동장-104,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,104,옥외지반 근사,194295.78,547162.13,0.0,5.33,3.83,충족,4.67,2.0,충족,-0.66,-1.83,유지 충족
여의도중학교 운동장-105,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,105,옥외지반 근사,194303.78,547162.13,0.0,6.0,5.67,충족,5.33,3.17,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-106,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,106,옥외지반 근사,194311.78,547162.13,0.0,5.5,4.67,충족,4.83,3.0,충족,-0.67,-1.67,유지 충족
여의도중학교 운동장-107,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,107,옥외지반 근사,194351.78,547162.13,0.0,3.0,3.0,충족,3.0,3.0,충족,0.0,0.0,유지 충족
여의도중학교 운동장-108,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,108,옥외지반 근사,194359.78,547162.13,0.0,4.0,4.0,충족,4.0,4.0,충족,0.0,0.0,유지 충족
여의도중학교 운동장-109,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,109,옥외지반 근사,194367.78,547162.13,0.0,4.83,4.83,충족,4.83,4.83,충족,0.0,0.0,유지 충족
여의도중학교 운동장-110,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,110,옥외지반 근사,194247.78,547170.13,0.0,4.0,4.0,충족,3.5,2.17,충족,-0.5,-1.83,유지 충족
여의도중학교 운동장-111,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,111,옥외지반 근사,194255.78,547170.13,0.0,4.17,4.17,충족,3.67,2.17,충족,-0.5,-2.0,유지 충족
여의도중학교 운동장-112,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,112,옥외지반 근사,194263.78,547170.13,0.0,4.5,4.5,충족,3.83,2.17,충족,-0.67,-2.33,유지 충족
여의도중학교 운동장-113,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,113,옥외지반 근사,194271.78,547170.13,0.0,4.67,4.67,충족,4.0,2.17,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-114,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,114,옥외지반 근사,194279.78,547170.13,0.0,5.5,5.0,충족,4.83,2.33,충족,-0.67,-2.67,유지 충족
여의도중학교 운동장-115,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,115,옥외지반 근사,194287.78,547170.13,0.0,5.67,5.67,충족,5.0,3.0,충족,-0.67,-2.67,유지 충족
여의도중학교 운동장-116,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,116,옥외지반 근사,194295.78,547170.13,0.0,5.5,5.5,충족,4.83,3.0,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-117,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,117,옥외지반 근사,194303.78,547170.13,0.0,5.67,5.33,충족,5.0,2.83,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-118,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,118,옥외지반 근사,194311.78,547170.13,0.0,5.33,5.0,충족,4.67,2.67,충족,-0.66,-2.33,유지 충족
여의도중학교 운동장-119,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,119,옥외지반 근사,194335.78,547170.13,0.0,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
여의도중학교 운동장-120,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,120,옥외지반 근사,194343.78,547170.13,0.0,2.67,2.67,충족,2.67,2.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-121,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,121,옥외지반 근사,194351.78,547170.13,0.0,3.5,3.5,충족,3.5,3.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-122,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,122,옥외지반 근사,194359.78,547170.13,0.0,4.5,4.5,충족,4.5,4.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-123,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,123,옥외지반 근사,194247.78,547178.13,0.0,4.33,4.33,충족,3.83,2.17,충족,-0.5,-2.16,유지 충족
여의도중학교 운동장-124,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,124,옥외지반 근사,194255.78,547178.13,0.0,4.67,4.67,충족,4.17,2.33,충족,-0.5,-2.34,유지 충족
여의도중학교 운동장-125,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,125,옥외지반 근사,194263.78,547178.13,0.0,4.83,4.83,충족,4.33,2.5,충족,-0.5,-2.33,유지 충족
여의도중학교 운동장-126,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,126,옥외지반 근사,194271.78,547178.13,0.0,5.5,5.5,충족,5.0,3.0,충족,-0.5,-2.5,유지 충족
여의도중학교 운동장-127,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,127,옥외지반 근사,194279.78,547178.13,0.0,5.5,5.5,충족,5.0,3.0,충족,-0.5,-2.5,유지 충족
여의도중학교 운동장-128,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,128,옥외지반 근사,194287.78,547178.13,0.0,5.5,5.5,충족,4.83,2.83,충족,-0.67,-2.67,유지 충족
여의도중학교 운동장-129,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,129,옥외지반 근사,194295.78,547178.13,0.0,5.17,5.17,충족,4.5,2.67,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-130,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,130,옥외지반 근사,194303.78,547178.13,0.0,5.17,5.0,충족,4.5,2.5,충족,-0.67,-2.5,유지 충족
여의도중학교 운동장-131,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,131,옥외지반 근사,194327.78,547178.13,0.0,0.5,0.5,불충족,0.5,0.5,불충족,0.0,0.0,유지 불충족
여의도중학교 운동장-132,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,132,옥외지반 근사,194335.78,547178.13,0.0,2.33,2.33,충족,2.33,2.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-133,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,133,옥외지반 근사,194343.78,547178.13,0.0,3.5,3.5,충족,3.5,3.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-134,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,134,옥외지반 근사,194351.78,547178.13,0.0,4.67,4.67,충족,4.67,4.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-135,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,135,옥외지반 근사,194239.78,547186.13,0.0,4.33,4.33,충족,3.67,2.17,충족,-0.66,-2.16,유지 충족
여의도중학교 운동장-136,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,136,옥외지반 근사,194247.78,547186.13,0.0,4.83,4.67,충족,4.33,2.33,충족,-0.5,-2.34,유지 충족
여의도중학교 운동장-137,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,137,옥외지반 근사,194255.78,547186.13,0.0,5.33,5.33,충족,4.83,2.83,충족,-0.5,-2.5,유지 충족
여의도중학교 운동장-138,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,138,옥외지반 근사,194263.78,547186.13,0.0,5.5,5.5,충족,5.17,2.83,충족,-0.33,-2.67,유지 충족
여의도중학교 운동장-139,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,139,옥외지반 근사,194271.78,547186.13,0.0,5.5,5.5,충족,5.17,2.83,충족,-0.33,-2.67,유지 충족
여의도중학교 운동장-140,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,140,옥외지반 근사,194279.78,547186.13,0.0,5.5,5.5,충족,5.33,2.83,충족,-0.17,-2.67,유지 충족
여의도중학교 운동장-141,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,141,옥외지반 근사,194287.78,547186.13,0.0,5.33,5.33,충족,5.17,2.83,충족,-0.16,-2.5,유지 충족
여의도중학교 운동장-142,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,142,옥외지반 근사,194295.78,547186.13,0.0,5.17,5.17,충족,5.0,2.67,충족,-0.17,-2.5,유지 충족
여의도중학교 운동장-143,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,143,옥외지반 근사,194327.78,547186.13,0.0,2.17,2.17,충족,2.17,2.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-144,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,144,옥외지반 근사,194335.78,547186.13,0.0,2.83,2.83,충족,2.83,2.83,충족,0.0,0.0,유지 충족
여의도중학교 운동장-145,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,145,옥외지반 근사,194343.78,547186.13,0.0,3.83,3.83,충족,3.83,3.83,충족,0.0,0.0,유지 충족
여의도중학교 운동장-146,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,146,옥외지반 근사,194239.78,547194.13,0.0,5.17,5.17,충족,5.0,2.83,충족,-0.17,-2.34,유지 충족
여의도중학교 운동장-147,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,147,옥외지반 근사,194247.78,547194.13,0.0,5.33,5.33,충족,5.17,2.83,충족,-0.16,-2.5,유지 충족
여의도중학교 운동장-148,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,148,옥외지반 근사,194255.78,547194.13,0.0,5.33,5.33,충족,5.17,2.67,충족,-0.16,-2.66,유지 충족
여의도중학교 운동장-149,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,149,옥외지반 근사,194263.78,547194.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-150,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,150,옥외지반 근사,194271.78,547194.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-151,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,151,옥외지반 근사,194279.78,547194.13,0.0,5.5,5.5,충족,5.5,5.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-152,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,152,옥외지반 근사,194287.78,547194.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-153,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,153,옥외지반 근사,194319.78,547194.13,0.0,2.0,2.0,충족,2.0,2.0,충족,0.0,0.0,유지 충족
여의도중학교 운동장-154,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,154,옥외지반 근사,194327.78,547194.13,0.0,2.67,2.67,충족,2.67,2.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-155,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,155,옥외지반 근사,194335.78,547194.13,0.0,3.5,3.5,충족,3.5,3.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-156,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,156,옥외지반 근사,194247.78,547202.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-157,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,157,옥외지반 근사,194255.78,547202.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-158,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,158,옥외지반 근사,194263.78,547202.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-159,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,159,옥외지반 근사,194271.78,547202.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-160,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,160,옥외지반 근사,194279.78,547202.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-161,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,161,옥외지반 근사,194311.78,547202.13,0.0,2.0,1.83,불충족,2.0,1.83,불충족,0.0,0.0,유지 불충족
여의도중학교 운동장-162,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,162,옥외지반 근사,194319.78,547202.13,0.0,3.0,2.5,충족,3.0,2.5,충족,0.0,0.0,유지 충족
여의도중학교 운동장-163,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,163,옥외지반 근사,194327.78,547202.13,0.0,4.33,3.33,충족,4.33,3.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-164,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,164,옥외지반 근사,194335.78,547202.13,0.0,5.17,4.17,충족,5.17,4.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-165,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,165,옥외지반 근사,194247.78,547210.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-166,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,166,옥외지반 근사,194255.78,547210.13,0.0,5.33,5.33,충족,5.33,5.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-167,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,167,옥외지반 근사,194263.78,547210.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-168,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,168,옥외지반 근사,194271.78,547210.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-169,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,169,옥외지반 근사,194279.78,547210.13,0.0,4.83,4.83,충족,4.83,4.83,충족,0.0,0.0,유지 충족
여의도중학교 운동장-170,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,170,옥외지반 근사,194303.78,547210.13,0.0,1.83,1.67,불충족,1.83,1.67,불충족,0.0,0.0,유지 불충족
여의도중학교 운동장-171,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,171,옥외지반 근사,194311.78,547210.13,0.0,3.33,3.33,충족,3.33,3.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-172,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,172,옥외지반 근사,194319.78,547210.13,0.0,4.33,4.33,충족,4.33,4.33,충족,0.0,0.0,유지 충족
여의도중학교 운동장-173,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,173,옥외지반 근사,194327.78,547210.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-174,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,174,옥외지반 근사,194335.78,547210.13,0.0,5.83,5.83,충족,5.83,5.83,충족,0.0,0.0,유지 충족
여의도중학교 운동장-175,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,175,옥외지반 근사,194247.78,547218.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-176,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,176,옥외지반 근사,194255.78,547218.13,0.0,5.17,5.17,충족,5.17,5.17,충족,0.0,0.0,유지 충족
여의도중학교 운동장-177,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,177,옥외지반 근사,194263.78,547218.13,0.0,5.0,5.0,충족,5.0,5.0,충족,0.0,0.0,유지 충족
여의도중학교 운동장-178,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,178,옥외지반 근사,194271.78,547218.13,0.0,4.67,4.67,충족,4.67,4.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-179,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,179,옥외지반 근사,194295.78,547218.13,0.0,2.0,2.0,충족,2.0,2.0,충족,0.0,0.0,유지 충족
여의도중학교 운동장-180,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,180,옥외지반 근사,194303.78,547218.13,0.0,2.67,2.67,충족,2.67,2.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-181,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,181,옥외지반 근사,194311.78,547218.13,0.0,3.67,3.67,충족,3.67,3.67,충족,0.0,0.0,유지 충족
여의도중학교 운동장-182,여의도중학교,운동장 지반,여의도중학교 운동장,지반,0,182,옥외지반 근사,194319.78,547218.13,0.0,4.67,4.67,충족,4.67,4.67,충족,0.0,0.0,유지 충족
